Count;Date;Time;Sex;Age
1;2020-12-06;18:59;M;40
1;2020-12-06;18:59;M;26
1;2020-12-06;19:07;M;26
1;2020-12-06;19:13;M;44
1;2020-12-06;19:17;M;33
1;2020-12-06;19:17;M;39
1;2020-12-06;19:20;M;48
1;2020-12-06;19:21;M;38
1;2020-12-06;19:21;M;51
1;2020-12-06;19:22;M;21
1;2020-12-06;19:23;M;54
1;2020-12-06;19:30;M;39
1;2020-12-06;19:32;M;54
1;2020-12-06;19:33;M;23
