Count;Date;Time;Sex;Age
1;2020-11-20;09:41;M;44
1;2020-11-20;09:41;M;49
1;2020-11-20;09:41;M;38
1;2020-11-20;09:41;M;34
1;2020-11-20;09:44;M;41
1;2020-11-20;09:45;M;34
1;2020-11-20;09:46;M;15
1;2020-11-20;09:46;M;26
1;2020-11-20;09:55;M;34
1;2020-11-20;10:58;M;19
1;2020-11-20;11:04;M;37
