Count;Date;Time;Sex;Age
1;2020-12-09;07:57;M;29
1;2020-12-09;08:05;M;57
1;2020-12-09;08:33;M;30
1;2020-12-09;08:34;M;53
1;2020-12-09;08:34;M;59
1;2020-12-09;09:15;M;16
1;2020-12-09;09:15;M;35
1;2020-12-09;09:15;M;22
1;2020-12-09;09:15;M;59
